frame,tracker_id,position_x,position_y,direction_deg,team_id
3,1,443.19807942708303,-1123.08642578125,,1.0
4,1,449.8905029296875,-1119.5074462890625,-26.68473243713379,1.0
5,1,458.0706054687498,-1112.0260742187502,-116.32976531982422,1.0
6,1,474.21435546875,-1099.3707031249996,-72.58281707763672,1.0
7,1,489.27822265625036,-1082.7981445312498,-68.203369140625,1.0
8,1,505.8971679687502,-1070.1619140624998,-71.34432220458984,1.0
9,1,521.88720703125,-1054.9329101562498,-71.42684936523438,1.0
10,1,536.0198242187498,-1040.4854492187496,-61.16524887084961,1.0
11,1,549.4953125000002,-1027.8915039062504,-102.97517395019533,1.0
12,1,562.9007812500004,-1015.99658203125,-98.9862289428711,1.0
13,1,575.4504882812498,-997.4508789062502,-78.72779846191406,1.0
14,1,585.5574218749998,-981.1669921875,-73.21099853515625,1.0
15,1,594.3010742187498,-967.3603515625,-86.94793701171875,1.0
16,1,600.5992187499996,-955.0281249999998,-114.49408721923828,1.0
17,1,604.01806640625,-943.7906249999996,-109.28964233398438,1.0
18,1,606.6141601562504,-935.7683593749998,-178.3919677734375,1.0
19,1,610.9209960937496,-924.9056640625004,-118.62237548828124,1.0
20,1,614.4187499999998,-916.0597656250002,-109.23424530029295,1.0
21,1,619.5425781249996,-905.4466796875004,-115.5484619140625,1.0
22,1,625.5431640625002,-893.75,-148.79798889160156,1.0
23,1,630.3468750000002,-882.7452148437496,-137.29592895507812,1.0
24,1,633.2098632812504,-876.5642578124998,-132.3063507080078,1.0
25,1,635.0796874999996,-871.5850585937496,-123.04293060302734,1.0
26,1,634.2506835937502,-867.2381835937504,-175.10023498535156,1.0
27,1,632.5677734375004,-867.4404296875,146.58192443847656,1.0
28,1,629.6287109374998,-870.5954101562502,-148.59225463867188,1.0
29,1,626.7638671875002,-869.5052734375004,-159.85813903808594,1.0
30,1,624.1657226562502,-867.0716796875004,142.91891479492188,1.0
31,1,622.2058593749998,-865.3039062500002,-128.9921875,1.0
32,1,619.5949218750002,-863.513671875,171.90245056152344,1.0
33,1,617.66796875,-860.4576171874996,-159.43914794921875,1.0
34,1,615.5099609375002,-860.7321289062502,158.0299072265625,1.0
35,1,611.4582031250002,-861.0889648437496,-167.35926818847656,1.0
36,1,612.4369140625004,-872.91357421875,178.37791442871094,1.0
37,1,613.19580078125,-885.8405273437502,-174.4144287109375,1.0
38,1,614.10693359375,-896.7958984375,168.42550659179688,1.0
39,1,615.76171875,-907.3651367187504,161.87730407714844,1.0
40,1,619.3050781250004,-915.3130859374996,-130.00228881835938,1.0
41,1,617.6783203124996,-908.63330078125,-127.96524047851562,1.0
42,1,615.6146484375004,-898.7438476562502,-132.65396118164062,1.0
43,1,612.4166015624996,-888.1519531249996,-126.1829833984375,1.0
44,1,606.3587890625004,-877.7158203125,-149.74717712402344,1.0
45,1,598.5226562500002,-869.8716796874996,-140.6998291015625,1.0
46,1,589.4834960937496,-867.2091796875002,-159.81463623046875,1.0
47,1,577.9237304687504,-868.3263671875002,-177.5863494873047,1.0
48,1,567.6712890625004,-875.2869140624998,158.19859313964844,1.0
49,1,558.0740234374998,-883.3785156249996,148.93966674804688,1.0
50,1,549.0013671875004,-893.0174804687504,142.45208740234375,1.0
51,1,539.5241210937502,-901.4141601562496,-167.84835815429688,1.0
52,1,533.0710937499998,-908.8523437499998,169.2202606201172,1.0
53,1,526.5930664062498,-916.3454101562502,-178.44970703125,1.0
54,1,515.2843750000002,-908.7097656249998,165.07777404785156,1.0
55,1,510.6481445312502,-915.2455078125004,127.72891235351562,1.0
