frame,tracker_id,position_x,position_y,direction_deg,team_id
3,15,-2946.0611165364585,-1157.763346354167,,1.0
4,15,-2937.383544921875,-1157.668212890625,46.94078063964844,1.0
5,15,-2927.47001953125,-1158.5471679687498,35.99039077758789,1.0
6,15,-2906.19423828125,-1160.2555664062502,61.582820892333984,1.0
7,15,-2888.004541015625,-1155.8557617187498,14.647510528564451,1.0
8,15,-2868.792236328125,-1155.0667968750004,24.349384307861328,1.0
9,15,-2847.869921875,-1153.1494140625,-115.46812438964844,1.0
10,15,-2826.869140625,-1147.5344726562498,55.17363739013672,1.0
11,15,-2808.447509765625,-1142.0794921875004,13.18785572052002,1.0
12,15,-2784.048974609375,-1143.82763671875,1.5880173444747925,1.0
13,15,-2764.68466796875,-1141.1144531250002,33.06840896606445,1.0
14,15,-2745.22138671875,-1138.3210937499998,31.412860870361328,1.0
15,15,-2727.96015625,-1137.1599609374998,-171.71751403808594,1.0
16,15,-2711.146044921875,-1134.1141601562504,7.250962734222412,1.0
17,15,-2696.60283203125,-1129.7156249999998,-139.30642700195312,1.0
18,15,-2676.423583984375,-1128.6845703125,68.35340881347656,1.0
19,15,-2657.73408203125,-1126.5188476562498,10.587608337402344,1.0
20,15,-2636.669775390625,-1126.6376953125,42.89167404174805,1.0
21,15,-2614.217529296875,-1124.7531250000002,32.47800064086914,1.0
22,15,-2591.79365234375,-1121.4074218750002,42.382850646972656,1.0
23,15,-2572.9552734375,-1115.3659179687502,-38.90054702758789,1.0
24,15,-2554.81826171875,-1112.9310546875004,41.49092102050781,1.0
25,15,-2537.695263671875,-1107.2498046874998,-78.44841003417969,1.0
26,15,-2518.686376953125,-1106.0302734375,64.5312728881836,1.0
27,15,-2500.702490234375,-1108.67626953125,-92.73088836669922,1.0
28,15,-2477.380419921875,-1114.9852539062504,36.39539337158203,1.0
29,15,-2455.089208984375,-1119.6429687500004,34.4404182434082,1.0
30,15,-2429.864501953125,-1125.5725585937498,9.620153427124023,1.0
31,15,-2407.806103515625,-1127.8980468749996,94.85393524169922,1.0
32,15,-2386.6703125,-1128.4383789062504,-2.209858655929565,1.0
33,15,-2368.65146484375,-1125.3970703124996,-22.76622200012207,1.0
34,15,-2348.78330078125,-1119.7266601562496,15.129606246948242,1.0
35,15,-2331.343798828125,-1115.9125000000004,-23.305747985839844,1.0
36,15,-2312.430615234375,-1085.71484375,-35.58576583862305,1.0
37,15,-2296.06181640625,-1056.8162109374998,16.21854591369629,1.0
38,15,-2279.685693359375,-1028.6344726562502,22.89557456970215,1.0
39,15,-2263.376708984375,-1003.7908203124998,129.28636169433594,1.0
40,15,-2249.085986328125,-975.8204101562496,-1.011837363243103,1.0
41,15,-2235.646875,-975.3077148437496,5.198282718658447,1.0
42,15,-2218.969189453125,-971.52294921875,-70.6455078125,1.0
43,15,-2202.312939453125,-967.8077148437496,9.326324462890623,1.0
44,15,-2185.65068359375,-965.2440429687504,-38.19497299194336,1.0
45,15,-2166.31044921875,-965.9840820312502,14.747916221618652,1.0
46,15,-2149.17919921875,-966.5792968750002,35.010494232177734,1.0
47,15,-2130.1990234375,-970.4527343749996,19.588695526123047,1.0
48,15,-2112.329638671875,-971.9166015624996,157.49105834960938,1.0
49,15,-2095.75,-971.9583984375004,5.720787525177002,1.0
50,15,-2080.10927734375,-968.6412109374996,25.861257553100582,1.0
51,15,-2059.84921875,-967.3433593749996,-29.29566764831543,1.0
52,15,-2037.8539550781252,-964.7941406250002,-50.48451232910156,1.0
53,15,-2015.342041015625,-964.37109375,29.669069290161133,1.0
54,15,-1984.196875,-990.3147460937498,13.303574562072754,1.0
55,15,-1958.32265625,-992.3718749999998,124.86336517333984,1.0
56,15,-1934.549658203125,-992.9420898437502,46.93639373779297,1.0
